"","Country","Amount","FirstMth","LastMth","Months","Purchases","Amount.per.Purchase","Purchases.per.Month","Amount.per.Month"
"17183","United Kingdom",2633.53,9,12,4,61,43.1726229508197,15.25,658.3825
"17186","United Kingdom",144,11,11,1,2,72,2,144
"17187","United Kingdom",203.95,5,5,1,10,20.395,10,203.95
"17188","United Kingdom",2474.23,1,12,12,84,29.455119047619,7,206.185833333333
"17189","United Kingdom",384.4,1,9,9,61,6.3016393442623,6.77777777777778,42.7111111111111
"17190","United Kingdom",444.74,6,11,6,19,23.4073684210526,3.16666666666667,74.1233333333333
"17191","United Kingdom",2095.13,1,12,12,237,8.84021097046413,19.75,174.594166666667
"17193","United Kingdom",1699.3,7,12,6,32,53.103125,5.33333333333333,283.216666666667
"17194","United Kingdom",262.62,1,4,4,29,9.05586206896552,7.25,65.655
"17197","United Kingdom",1013.01,12,12,1,29,34.9313793103448,29,1013.01
"17198","United Kingdom",692.22,1,12,12,96,7.210625,8,57.685
"17201","United Kingdom",342.63,11,11,1,40,8.56575,40,342.63
"17203","United Kingdom",3563.85,11,12,2,152,23.4463815789474,76,1781.925
"17204","United Kingdom",1564.56,4,7,4,57,27.4484210526316,14.25,391.14
"17205","United Kingdom",384.08,11,11,1,13,29.5446153846154,13,384.08
"17206","United Kingdom",204.24,11,11,1,7,29.1771428571429,7,204.24
"17211","United Kingdom",2317.22,1,12,12,211,10.9820853080569,17.5833333333333,193.101666666667
"17212","United Kingdom",226.85,4,4,1,4,56.7125,4,226.85
"17213","United Kingdom",2781.23,1,11,11,157,17.7148407643312,14.2727272727273,252.839090909091
"17214","United Kingdom",1069.12,1,11,11,103,10.3798058252427,9.36363636363636,97.1927272727273
"17217","United Kingdom",113.5,5,5,1,9,12.6111111111111,9,113.5
"17218","United Kingdom",1852.03,1,12,12,257,7.20634241245136,21.4166666666667,154.335833333333
"17219","United Kingdom",114.23,12,12,1,25,4.5692,25,114.23
"17220","United Kingdom",3198.25,1,12,12,472,6.77595338983051,39.3333333333333,266.520833333333
"17221","United Kingdom",132.28,12,12,1,30,4.40933333333333,30,132.28
"17222","United Kingdom",354.15,11,11,1,28,12.6482142857143,28,354.15
"17223","United Kingdom",426.79,1,3,3,49,8.71,16.3333333333333,142.263333333333
"17226","United Kingdom",393.49,3,3,1,21,18.737619047619,21,393.49
"17227","United Kingdom",939.32,1,12,12,47,19.9855319148936,3.91666666666667,78.2766666666667
"17228","United Kingdom",1906.09,1,12,12,208,9.16389423076923,17.3333333333333,158.840833333333
"17229","United Kingdom",318.76,8,10,3,47,6.78212765957447,15.6666666666667,106.253333333333
"17230","United Kingdom",3638.41,1,4,4,69,52.7305797101449,17.25,909.6025
"17231","United Kingdom",3174.32,1,12,12,541,5.86750462107209,45.0833333333333,264.526666666667
"17232","United Kingdom",208.04,12,12,1,17,12.2376470588235,17,208.04
"17233","United Kingdom",190.88,12,12,1,25,7.6352,25,190.88
"17234","United Kingdom",149.89,7,7,1,14,10.7064285714286,14,149.89
"17235","United Kingdom",550.06,1,12,12,29,18.9675862068965,2.41666666666667,45.8383333333333
"17236","United Kingdom",916.13,1,12,12,105,8.72504761904762,8.75,76.3441666666667
"17237","United Kingdom",314.69,12,12,1,19,16.5626315789474,19,314.69
"17238","United Kingdom",3104.18,1,12,12,504,6.1590873015873,42,258.681666666667
"17239","United Kingdom",382.5,2,2,1,15,25.5,15,382.5
"17242","United Kingdom",1135.04,7,9,3,40,28.376,13.3333333333333,378.346666666667
"17243","United Kingdom",7741.27,1,12,12,376,20.5884840425532,31.3333333333333,645.105833333333
"17244","United Kingdom",954.9,11,11,1,31,30.8032258064516,31,954.9
"17245","United Kingdom",171.45,6,6,1,9,19.05,9,171.45
"17247","United Kingdom",282.19,12,12,1,55,5.13072727272727,55,282.19
"17248","United Kingdom",318.65,9,9,1,69,4.61811594202899,69,318.65
"17250","United Kingdom",162.65,4,4,1,23,7.07173913043478,23,162.65
"17251","United Kingdom",283.28,1,1,1,39,7.26358974358974,39,283.28
"17252","United Kingdom",353.86,7,9,3,87,4.06735632183908,29,117.953333333333
"17253","United Kingdom",178.26,12,12,1,18,9.90333333333333,18,178.26
"17254","United Kingdom",170.31,12,12,1,55,3.09654545454545,55,170.31
"17255","United Kingdom",298.41,3,11,9,78,3.82576923076923,8.66666666666667,33.1566666666667
"17256","United Kingdom",240,2,9,8,16,15,2,30
"17259","United Kingdom",603.37,1,8,8,124,4.86588709677419,15.5,75.42125
"17262","United Kingdom",1253.36,1,11,11,12,104.446666666667,1.09090909090909,113.941818181818
"17263","United Kingdom",63.44,6,6,1,23,2.75826086956522,23,63.44
"17265","United Kingdom",562.9,7,8,2,127,4.43228346456693,63.5,281.45
"17266","United Kingdom",113.06,8,8,1,17,6.65058823529412,17,113.06
"17267","United Kingdom",317.62,9,9,1,38,8.35842105263158,38,317.62
"17268","United Kingdom",763.64,5,9,5,6,127.273333333333,1.2,152.728
"17272","United Kingdom",2148.63,4,11,8,114,18.8476315789474,14.25,268.57875
"17274","United Kingdom",111.98,12,12,1,27,4.14740740740741,27,111.98
"17277","United Kingdom",1065.35,2,5,4,69,15.4398550724638,17.25,266.3375
"17278","United Kingdom",246.04,5,5,1,15,16.4026666666667,15,246.04
"17279","United Kingdom",187.83,11,11,1,9,20.87,9,187.83
"17282","United Kingdom",1703.41,3,9,7,94,18.1213829787234,13.4285714285714,243.344285714286
"17284","United Kingdom",1652.58,2,11,10,292,5.65952054794521,29.2,165.258
"17286","United Kingdom",153.92,12,12,1,45,3.42044444444444,45,153.92
"17287","United Kingdom",1064.11,1,12,12,124,8.58153225806451,10.3333333333333,88.6758333333333
"17288","United Kingdom",1419.73,1,12,12,142,9.9980985915493,11.8333333333333,118.310833333333
"17289","United Kingdom",944.41,7,12,6,111,8.5081981981982,18.5,157.401666666667
"17290","United Kingdom",353.03,12,12,1,53,6.66094339622641,53,353.03
"17291","United Kingdom",550.8,3,3,1,1,550.8,1,550.8
"17293","United Kingdom",1680.98,1,12,12,125,13.44784,10.4166666666667,140.081666666667
"17295","United Kingdom",556.95,11,12,2,69,8.07173913043478,34.5,278.475
"17297","United Kingdom",131.78,12,12,1,51,2.58392156862745,51,131.78
"17298","United Kingdom",498.42,9,9,1,30,16.614,30,498.42
"17299","United Kingdom",669.11,7,12,6,57,11.7387719298246,9.5,111.518333333333
"17301","United Kingdom",197.63,12,12,1,66,2.99439393939394,66,197.63
"17302","United Kingdom",1135.63,3,12,10,79,14.3750632911392,7.9,113.563
"17303","United Kingdom",250.04,1,1,1,53,4.7177358490566,53,250.04
"17306","United Kingdom",8631.31,1,12,12,66,130.777424242424,5.5,719.275833333333
"17309","United Kingdom",82.75,10,10,1,12,6.89583333333333,12,82.75
"17311","United Kingdom",1384.85,2,10,9,55,25.1790909090909,6.11111111111111,153.872222222222
"17312","United Kingdom",644.3,8,8,1,14,46.0214285714286,14,644.3
"17313","United Kingdom",2328.84,12,12,1,24,97.035,24,2328.84
"17314","United Kingdom",2527.92,2,12,11,131,19.2970992366412,11.9090909090909,229.810909090909
"17315","United Kingdom",6102.08,1,12,12,457,13.3524726477024,38.0833333333333,508.506666666667
"17317","United Kingdom",2600.34,10,11,2,9,288.926666666667,4.5,1300.17
"17320","United Kingdom",1200.62,1,9,9,73,16.4468493150685,8.11111111111111,133.402222222222
"17321","United Kingdom",659.61,11,11,1,106,6.2227358490566,106,659.61
"17323","United Kingdom",921.07,3,12,10,200,4.60535,20,92.107
"17324","United Kingdom",990.23,1,12,12,50,19.8046,4.16666666666667,82.5191666666667
"17325","United Kingdom",96.8,4,4,1,6,16.1333333333333,6,96.8
"17329","United Kingdom",523.11,2,12,11,33,15.8518181818182,3,47.5554545454545
"17330","United Kingdom",363.9,11,12,2,6,60.65,3,181.95
"17331","United Kingdom",175.2,9,9,1,1,175.2,1,175.2
"17333","United Kingdom",494.25,10,10,1,28,17.6517857142857,28,494.25
"17334","United Kingdom",307.02,3,3,1,11,27.9109090909091,11,307.02
"17337","United Kingdom",2027.87,3,8,6,543,3.73456721915285,90.5,337.978333333333
"17338","United Kingdom",6643.93,1,12,12,753,8.8232802124834,62.75,553.660833333333
"17339","United Kingdom",243.36,1,10,10,9,27.04,0.9,24.336
"17340","United Kingdom",12353.29,1,12,12,407,30.3520638820639,33.9166666666667,1029.44083333333
"17341","United Kingdom",781.36,1,8,8,183,4.26972677595628,22.875,97.67
"17343","United Kingdom",193.64,1,1,1,17,11.3905882352941,17,193.64
"17344","United Kingdom",160.57,11,11,1,32,5.0178125,32,160.57
"17345","United Kingdom",537.74,6,12,7,87,6.18091954022989,12.4285714285714,76.82
"17346","United Kingdom",2539.47,1,12,12,469,5.41464818763326,39.0833333333333,211.6225
"17347","United Kingdom",228.96,10,10,1,1,228.96,1,228.96
"17348","United Kingdom",1159.52,3,12,10,215,5.39311627906977,21.5,115.952
"17349","United Kingdom",110.75,7,7,1,9,12.3055555555556,9,110.75
"17350","United Kingdom",891.09,11,11,1,61,14.6080327868852,61,891.09
"17351","United Kingdom",587.15,4,12,9,27,21.7462962962963,3,65.2388888888889
"17353","United Kingdom",1740,8,9,2,8,217.5,4,870
"17354","United Kingdom",1393.06,11,11,1,16,87.06625,16,1393.06
"17356","United Kingdom",178.22,3,3,1,19,9.38,19,178.22
"17357","United Kingdom",388.14,12,12,1,45,8.62533333333333,45,388.14
"17358","United Kingdom",365.85,1,3,3,59,6.20084745762712,19.6666666666667,121.95
"17359","United Kingdom",127.86,12,12,1,15,8.524,15,127.86
"17360","United Kingdom",585.79,7,12,6,132,4.43780303030303,22,97.6316666666667
"17361","United Kingdom",488.2,3,11,9,29,16.8344827586207,3.22222222222222,54.2444444444444
"17362","United Kingdom",312.23,3,5,3,35,8.92085714285714,11.6666666666667,104.076666666667
"17364","United Kingdom",3788.67,2,12,11,371,10.2120485175202,33.7272727272727,344.424545454545
"17365","United Kingdom",4801.56,2,12,11,468,10.2597435897436,42.5454545454545,436.505454545455
"17367","United Kingdom",168.4,5,5,1,34,4.95294117647059,34,168.4
"17368","United Kingdom",1912.67,2,12,11,111,17.2312612612613,10.0909090909091,173.879090909091
"17370","United Kingdom",446.18,7,10,4,33,13.5206060606061,8.25,111.545
"17371","United Kingdom",423.89,1,12,12,87,4.87229885057471,7.25,35.3241666666667
"17372","United Kingdom",1342.68,1,11,11,253,5.30703557312253,23,122.061818181818
"17373","United Kingdom",646.92,2,11,10,57,11.3494736842105,5.7,64.692
"17374","United Kingdom",495.77,4,6,3,28,17.7060714285714,9.33333333333333,165.256666666667
"17375","United Kingdom",400.1,1,6,6,69,5.79855072463768,11.5,66.6833333333333
"17376","United Kingdom",203.2,3,10,8,24,8.46666666666667,3,25.4
"17377","United Kingdom",4100.92,1,12,12,418,9.81081339712919,34.8333333333333,341.743333333333
"17379","United Kingdom",404.66,12,12,1,83,4.87542168674699,83,404.66
"17381","United Kingdom",19967.45,1,12,12,107,186.611682242991,8.91666666666667,1663.95416666667
"17382","United Kingdom",65.4,11,11,1,2,32.7,2,65.4
"17384","United Kingdom",336.4,6,12,7,15,22.4266666666667,2.14285714285714,48.0571428571429
"17385","United Kingdom",261.11,12,12,1,47,5.55553191489362,47,261.11
"17386","United Kingdom",1697.34,7,10,4,11,154.303636363636,2.75,424.335
"17387","United Kingdom",784.11,12,12,1,78,10.0526923076923,78,784.11
"17388","United Kingdom",1259.56,3,10,8,15,83.9706666666667,1.875,157.445
"17389","United Kingdom",25956.9,2,12,11,192,135.1921875,17.4545454545455,2359.71818181818
"17391","United Kingdom",508.8,7,7,1,3,169.6,3,508.8
"17392","United Kingdom",457.91,1,3,3,62,7.38564516129032,20.6666666666667,152.636666666667
"17394","United Kingdom",203.87,6,6,1,4,50.9675,4,203.87
"17396","United Kingdom",7330.8,1,11,11,27,271.511111111111,2.45454545454545,666.436363636364
"17397","United Kingdom",696.41,12,12,1,92,7.56967391304348,92,696.41
"17398","United Kingdom",653.38,4,9,6,38,17.1942105263158,6.33333333333333,108.896666666667
"17400","United Kingdom",2129.96,1,9,9,213,9.99981220657277,23.6666666666667,236.662222222222
"17402","United Kingdom",2347.05,1,12,12,57,41.1763157894737,4.75,195.5875
"17403","United Kingdom",281.62,12,12,1,33,8.53393939393939,33,281.62
"17404","Sweden",31668.82,1,12,12,197,160.755431472081,16.4166666666667,2639.06833333333
"17405","United Kingdom",883.01,8,10,3,68,12.9854411764706,22.6666666666667,294.336666666667
"17406","United Kingdom",2200.42,1,2,2,113,19.4727433628319,56.5,1100.21
"17408","United Kingdom",32.65,7,7,1,2,16.325,2,32.65
"17409","United Kingdom",771.85,5,7,3,13,59.3730769230769,4.33333333333333,257.283333333333
"17410","United Kingdom",1214.72,6,12,7,64,18.98,9.14285714285714,173.531428571429
"17411","United Kingdom",778.94,4,12,9,41,18.9985365853659,4.55555555555556,86.5488888888889
"17412","United Kingdom",1071.66,1,12,12,56,19.1367857142857,4.66666666666667,89.305
"17414","United Kingdom",778,7,11,5,6,129.666666666667,1.2,155.6
"17415","United Kingdom",507.84,10,10,1,14,36.2742857142857,14,507.84
"17416","United Kingdom",6893.42,4,12,9,269,25.6260966542751,29.8888888888889,765.935555555556
"17418","United Kingdom",463.46,2,11,10,30,15.4486666666667,3,46.346
"17419","United Kingdom",4226.57,1,12,12,206,20.5173300970874,17.1666666666667,352.214166666667
"17420","United Kingdom",598.83,1,11,11,30,19.961,2.72727272727273,54.4390909090909
"17422","United Kingdom",1979.37,3,12,10,117,16.9176923076923,11.7,197.937
"17423","United Kingdom",698.41,6,11,6,26,26.8619230769231,4.33333333333333,116.401666666667
"17425","United Kingdom",759.17,11,12,2,43,17.6551162790698,21.5,379.585
"17426","United Kingdom",4280.59,4,10,7,226,18.9406637168142,32.2857142857143,611.512857142857
"17427","United Kingdom",100.8,10,10,1,2,50.4,2,100.8
"17428","United Kingdom",16841.25,1,12,12,325,51.8192307692308,27.0833333333333,1403.4375
"17429","United Kingdom",524.92,6,9,4,39,13.4594871794872,9.75,131.23
"17430","United Kingdom",265.76,1,12,12,14,18.9828571428571,1.16666666666667,22.1466666666667
"17431","United Kingdom",403.3,2,2,1,43,9.37906976744186,43,403.3
"17432","United Kingdom",365.76,12,12,1,48,7.62,48,365.76
"17433","United Kingdom",303.16,10,10,1,54,5.61407407407407,54,303.16
"17434","United Kingdom",2052.48,10,12,3,119,17.247731092437,39.6666666666667,684.16
"17436","United Kingdom",122.4,5,5,1,4,30.6,4,122.4
"17438","United Kingdom",388.45,4,4,1,17,22.85,17,388.45
"17440","United Kingdom",186.42,5,8,4,5,37.284,1.25,46.605
"17442","United Kingdom",2248.56,3,12,10,135,16.656,13.5,224.856
"17443","Canada",534.24,6,6,1,1,534.24,1,534.24
"17444","Canada",2940.04,7,8,2,135,21.7780740740741,67.5,1470.02
"17446","United Kingdom",120.9,3,7,5,9,13.4333333333333,1.8,24.18
"17447","United Kingdom",541.53,10,11,2,36,15.0425,18,270.765
"17449","United Kingdom",2095.17,1,11,11,218,9.61087155963303,19.8181818181818,190.47
"17450","United Kingdom",192988.39,1,12,12,332,581.290331325301,27.6666666666667,16082.3658333333
"17451","United Kingdom",1427.22,9,12,4,87,16.4048275862069,21.75,356.805
"17453","United Kingdom",486.72,11,12,2,19,25.6168421052632,9.5,243.36
"17454","United Kingdom",517.53,1,6,6,61,8.48409836065574,10.1666666666667,86.255
"17455","United Kingdom",131.7,6,6,1,8,16.4625,8,131.7
"17456","United Kingdom",249.86,1,1,1,17,14.6976470588235,17,249.86
"17457","United Kingdom",1737.7,2,9,8,19,91.4578947368421,2.375,217.2125
"17458","United Kingdom",316.5,12,12,1,54,5.86111111111111,54,316.5
"17459","United Kingdom",657.3,11,11,1,111,5.92162162162162,111,657.3
"17460","United Kingdom",622.43,1,10,10,29,21.4631034482759,2.9,62.243
"17461","United Kingdom",757.46,12,12,1,111,6.82396396396396,111,757.46
"17462","United Kingdom",675.69,3,11,9,27,25.0255555555556,3,75.0766666666667
"17463","United Kingdom",1896.41,2,12,11,215,8.82051162790698,19.5454545454545,172.400909090909
"17464","United Kingdom",289.96,8,8,1,9,32.2177777777778,9,289.96
"17466","United Kingdom",763.28,10,12,3,41,18.6165853658537,13.6666666666667,254.426666666667
"17468","United Kingdom",137,12,12,1,5,27.4,5,137
"17469","United Kingdom",1870.97,6,12,7,88,21.2610227272727,12.5714285714286,267.281428571429
"17470","United Kingdom",1125.07,1,11,11,78,14.4239743589744,7.09090909090909,102.279090909091
"17472","United Kingdom",710.29,3,7,5,181,3.92425414364641,36.2,142.058
"17475","United Kingdom",194.37,10,10,1,14,13.8835714285714,14,194.37
"17480","United Kingdom",511.82,10,10,1,29,17.6489655172414,29,511.82
"17481","United Kingdom",1083.19,10,12,3,68,15.9292647058824,22.6666666666667,361.063333333333
"17483","United Kingdom",414.04,7,11,5,21,19.7161904761905,4.2,82.808
"17486","United Kingdom",396.87,4,4,1,24,16.53625,24,396.87
"17489","United Kingdom",376.64,6,11,6,29,12.9875862068966,4.83333333333333,62.7733333333333
"17490","United Kingdom",1321.22,7,11,5,52,25.4080769230769,10.4,264.244
"17491","United Kingdom",3115.97,1,12,12,94,33.1486170212766,7.83333333333333,259.664166666667
"17492","United Kingdom",374.57,5,5,1,12,31.2141666666667,12,374.57
"17495","United Kingdom",342.59,12,12,1,20,17.1295,20,342.59
"17496","United Kingdom",271.05,1,1,1,10,27.105,10,271.05
"17498","United Kingdom",272.22,10,10,1,17,16.0129411764706,17,272.22
"17499","United Kingdom",622.88,3,3,1,40,15.572,40,622.88
"17500","United Kingdom",1138,12,12,1,5,227.6,5,1138
"17501","United Kingdom",288.6,6,6,1,18,16.0333333333333,18,288.6
"17502","United Kingdom",689.1,12,12,1,28,24.6107142857143,28,689.1
"17503","United Kingdom",340.43,12,12,1,23,14.8013043478261,23,340.43
"17504","United Kingdom",2997.03,2,6,5,127,23.5986614173228,25.4,599.406
"17505","United Kingdom",1145.84,6,8,3,52,22.0353846153846,17.3333333333333,381.946666666667
"17506","United Kingdom",302.2,10,10,1,14,21.5857142857143,14,302.2
"17507","United Kingdom",605.58,3,4,2,88,6.88159090909091,44,302.79
"17508","Greece",387.31,4,4,1,22,17.605,22,387.31
"17509","United Kingdom",6115.14,11,11,1,366,16.7080327868852,366,6115.14
"17510","United Kingdom",308.48,12,12,1,20,15.424,20,308.48
"17511","United Kingdom",83683.06,1,12,12,890,94.0259101123596,74.1666666666667,6973.58833333333
"17512","United Kingdom",2924.99,3,12,10,105,27.8570476190476,10.5,292.499
"17513","United Kingdom",513.2,10,10,1,6,85.5333333333333,6,513.2
"17514","United Kingdom",208.65,9,9,1,40,5.21625,40,208.65
"17515","United Kingdom",639.02,2,12,11,87,7.34505747126437,7.90909090909091,58.0927272727273
"17516","United Kingdom",768.08,3,12,10,137,5.60642335766423,13.7,76.808
"17517","United Kingdom",153.94,3,3,1,11,13.9945454545455,11,153.94
"17519","United Kingdom",1844.02,1,12,12,82,22.4880487804878,6.83333333333333,153.668333333333
"17520","United Kingdom",546.81,11,11,1,30,18.227,30,546.81
"17521","United Kingdom",723.21,6,12,7,45,16.0713333333333,6.42857142857143,103.315714285714
"17522","United Kingdom",912.25,6,8,3,67,13.615671641791,22.3333333333333,304.083333333333
"17523","United Kingdom",652.74,12,12,1,33,19.78,33,652.74
"17524","United Kingdom",145,1,1,1,6,24.1666666666667,6,145
"17525","United Kingdom",422.7,1,1,1,9,46.9666666666667,9,422.7
"17526","United Kingdom",872.8,1,3,3,10,87.28,3.33333333333333,290.933333333333
"17527","United Kingdom",939.37,6,11,6,47,19.9865957446809,7.83333333333333,156.561666666667
"17528","United Kingdom",3428,10,12,3,239,14.3430962343096,79.6666666666667,1142.66666666667
"17530","United Kingdom",2169.19,1,12,12,355,6.11039436619718,29.5833333333333,180.765833333333
"17531","United Kingdom",296.7,7,7,1,14,21.1928571428571,14,296.7
"17534","United Kingdom",223.36,11,11,1,9,24.8177777777778,9,223.36
"17535","United Kingdom",164.4,4,4,1,13,12.6461538461538,13,164.4
"17536","United Kingdom",76.5,7,7,1,3,25.5,3,76.5
"17537","United Kingdom",897.62,3,12,10,75,11.9682666666667,7.5,89.762
"17538","United Kingdom",98.42,12,12,1,9,10.9355555555556,9,98.42
"17540","United Kingdom",578.9,2,12,11,25,23.156,2.27272727272727,52.6272727272727
"17542","United Kingdom",170.75,4,4,1,25,6.83,25,170.75
"17545","United Kingdom",645.96,11,11,1,145,4.45489655172414,145,645.96
"17548","United Kingdom",103.3,5,5,1,5,20.66,5,103.3
"17549","United Kingdom",148.86,11,12,2,6,24.81,3,74.43
"17550","United Kingdom",267.16,5,6,2,42,6.36095238095238,21,133.58
"17551","United Kingdom",306.84,1,1,1,43,7.13581395348837,43,306.84
"17552","United Kingdom",930.41,1,11,11,49,18.9879591836735,4.45454545454545,84.5827272727273
"17553","United Kingdom",1487.6,9,9,1,2,743.8,2,1487.6
"17554","United Kingdom",1714.15,8,12,5,82,20.9042682926829,16.4,342.83
"17555","United Kingdom",483.26,2,12,11,106,4.55905660377358,9.63636363636364,43.9327272727273
"17556","United Kingdom",157.9,6,6,1,6,26.3166666666667,6,157.9
"17557","United Kingdom",541.46,10,12,3,34,15.9252941176471,11.3333333333333,180.486666666667
"17560","United Kingdom",854.95,3,10,8,27,31.6648148148148,3.375,106.86875
"17561","United Kingdom",167.62,12,12,1,46,3.64391304347826,46,167.62
"17562","United Kingdom",1122.38,7,12,6,63,17.8155555555556,10.5,187.063333333333
"17564","United Kingdom",454.01,10,12,3,49,9.26551020408163,16.3333333333333,151.336666666667
"17566","United Kingdom",414.26,12,12,1,65,6.37323076923077,65,414.26
"17567","United Kingdom",3913.48,1,11,11,154,25.4122077922078,14,355.770909090909
"17569","United Kingdom",344.14,2,2,1,29,11.8668965517241,29,344.14
"17571","United Kingdom",1498.51,3,11,9,299,5.01173913043478,33.2222222222222,166.501111111111
"17572","United Kingdom",226.75,1,10,10,12,18.8958333333333,1.2,22.675
"17573","United Kingdom",380.6,10,12,3,25,15.224,8.33333333333333,126.866666666667
"17574","United Kingdom",185.65,5,5,1,8,23.20625,8,185.65
"17576","United Kingdom",3227.68,1,12,12,368,8.77086956521739,30.6666666666667,268.973333333333
"17578","United Kingdom",143.46,6,6,1,5,28.692,5,143.46
"17579","United Kingdom",270.86,7,8,2,17,15.9329411764706,8.5,135.43
"17580","United Kingdom",215.72,1,5,5,45,4.79377777777778,9,43.144
"17581","United Kingdom",10060.36,1,12,12,405,24.8403950617284,33.75,838.363333333333
"17582","United Kingdom",175.27,5,5,1,29,6.04379310344828,29,175.27
"17584","United Kingdom",749.45,9,9,1,16,46.840625,16,749.45
"17585","United Kingdom",1133.07,2,9,8,214,5.29471962616822,26.75,141.63375
"17588","United Kingdom",1240.2,5,9,5,23,53.9217391304348,4.6,248.04
"17589","United Kingdom",2404.17,5,11,7,253,9.50264822134387,36.1428571428571,343.452857142857
"17590","United Kingdom",1158.29,11,12,2,185,6.26102702702703,92.5,579.145
"17591","United Kingdom",2225.97,1,10,10,166,13.4094578313253,16.6,222.597
"17593","United Kingdom",3249.14,1,10,10,165,19.6917575757576,16.5,324.914
"17594","United Kingdom",993.18,4,10,7,50,19.8636,7.14285714285714,141.882857142857
"17595","United Kingdom",388.79,12,12,1,83,4.68421686746988,83,388.79
"17596","United Kingdom",2827.93,1,12,12,270,10.4738148148148,22.5,235.660833333333
"17597","United Kingdom",2044.37,6,6,1,55,37.1703636363636,55,2044.37
"17600","United Kingdom",161.67,12,12,1,13,12.4361538461538,13,161.67
"17601","United Kingdom",116.01,5,5,1,9,12.89,9,116.01
"17602","United Kingdom",4014.28,2,12,11,440,9.12336363636364,40,364.934545454545
"17603","United Kingdom",394.72,10,10,1,11,35.8836363636364,11,394.72
"17604","United Kingdom",309.36,2,6,5,63,4.91047619047619,12.6,61.872
"17608","United Kingdom",193.42,12,12,1,59,3.27830508474576,59,193.42
"17609","United Kingdom",1112.22,2,11,10,237,4.69291139240506,23.7,111.222
"17611","United Kingdom",3678.17,1,12,12,557,6.6035368043088,46.4166666666667,306.514166666667
"17612","United Kingdom",2048.45,3,11,9,135,15.1737037037037,15,227.605555555556
"17613","United Kingdom",4559.15,3,12,10,312,14.6126602564103,31.2,455.915
"17614","United Kingdom",390.07,11,11,1,100,3.9007,100,390.07
"17615","United Kingdom",329.6,6,9,4,14,23.5428571428571,3.5,82.4
"17616","United Kingdom",571.2,1,7,7,3,190.4,0.428571428571429,81.6
"17618","United Kingdom",666.78,1,5,5,66,10.1027272727273,13.2,133.356
"17619","United Kingdom",218.52,2,2,1,77,2.83792207792208,77,218.52
"17620","United Kingdom",81.44,11,11,1,4,20.36,4,81.44
"17621","United Kingdom",1379.9,1,12,12,26,53.0730769230769,2.16666666666667,114.991666666667
"17623","United Kingdom",527.05,12,12,1,33,15.9712121212121,33,527.05
"17624","United Kingdom",843.48,6,12,7,50,16.8696,7.14285714285714,120.497142857143
"17625","United Kingdom",2047,4,12,9,315,6.4984126984127,35,227.444444444444
"17628","United Kingdom",75.75,10,10,1,5,15.15,5,75.75
"17629","United Kingdom",1474.67,1,12,12,105,14.0444761904762,8.75,122.889166666667
"17630","United Kingdom",503.6,5,7,3,26,19.3692307692308,8.66666666666667,167.866666666667
"17631","United Kingdom",416.5,5,8,4,29,14.3620689655172,7.25,104.125
"17633","United Kingdom",1324.84,9,12,4,70,18.9262857142857,17.5,331.21
"17634","United Kingdom",2361.97,2,12,11,297,7.95276094276094,27,214.724545454545
"17636","United Kingdom",285.56,12,12,1,20,14.278,20,285.56
"17637","United Kingdom",547.06,9,12,4,35,15.6302857142857,8.75,136.765
"17639","United Kingdom",108.5,4,4,1,7,15.5,7,108.5
"17640","United Kingdom",621.66,10,10,1,5,124.332,5,621.66
"17642","United Kingdom",712.29,7,9,3,40,17.80725,13.3333333333333,237.43
"17643","United Kingdom",101.55,1,1,1,8,12.69375,8,101.55
"17644","United Kingdom",2562.88,4,12,9,131,19.5639694656489,14.5555555555556,284.764444444444
"17646","United Kingdom",1008.39,1,6,6,51,19.7723529411765,8.5,168.065
"17647","United Kingdom",133.06,11,11,1,7,19.0085714285714,7,133.06
"17648","United Kingdom",1797.5,5,11,7,91,19.7527472527473,13,256.785714285714
"17649","United Kingdom",868.49,8,8,1,52,16.7017307692308,52,868.49
"17650","United Kingdom",166.08,12,12,1,8,20.76,8,166.08
"17651","United Kingdom",3945,7,12,6,232,17.0043103448276,38.6666666666667,657.5
"17652","United Kingdom",4867.72,4,12,9,259,18.7942857142857,28.7777777777778,540.857777777778
"17653","United Kingdom",1207.56,9,12,4,44,27.4445454545455,11,301.89
"17654","United Kingdom",117.55,4,4,1,22,5.34318181818182,22,117.55
"17655","United Kingdom",2638.94,1,12,12,91,28.9993406593407,7.58333333333333,219.911666666667
"17656","United Kingdom",1674.69,9,10,2,82,20.4230487804878,41,837.345
"17658","United Kingdom",595.42,6,12,7,19,31.3378947368421,2.71428571428571,85.06
"17659","United Kingdom",2999.46,1,12,12,158,18.9839240506329,13.1666666666667,249.955
"17660","United Kingdom",196,8,8,1,45,4.35555555555556,45,196
"17663","United Kingdom",1802.91,3,12,10,86,20.9640697674419,8.6,180.291
"17664","United Kingdom",604.64,6,12,7,43,14.0613953488372,6.14285714285714,86.3771428571429
"17666","United Kingdom",409.08,11,11,1,12,34.09,12,409.08
"17667","United Kingdom",2055.51,3,11,9,117,17.5684615384615,13,228.39
"17668","United Kingdom",161.85,12,12,1,8,20.23125,8,161.85
"17669","United Kingdom",3406.72,5,11,7,68,50.0988235294118,9.71428571428571,486.674285714286
"17670","United Kingdom",205.7,5,5,1,11,18.7,11,205.7
"17671","United Kingdom",1572.71,1,12,12,53,29.6737735849057,4.41666666666667,131.059166666667
